aoa,CL,CD,CL/CD,CS,CMx,CMy,CMz
-12.65,-0.2308428022771538,0.0787805903009086,-2.9301989410771325,-1.2386613562564605e-17,-1.3164043859941483e-16,-0.06001613284036524,-3.0004146098590105e-17
-11.386206896551725,-0.1939783443440586,0.06895110626218319,-2.8132738524377765,1.7149515743587897e-17,-1.687634447418328e-17,-0.058585809578180284,1.4785831222449462e-17
-10.122413793103448,-0.15708317716318415,0.06332169530790106,-2.480716544296057,-2.918161735279668e-17,-4.1422557398724224e-17,-0.049798767294343155,1.5020510233069952e-17
-8.858620689655172,-0.12019556633447334,0.058479650334540445,-2.055340031051468,-1.1515247042597474e-17,-5.486326437062506e-17,-0.03685617305525136,4.955651610353007e-18
-7.594827586206897,-0.08320693544997973,0.05439357644381318,-1.5297198840368555,-1.500305665100382e-17,-3.1568936224399684e-17,-0.023957401206266053,1.087793842718996e-19
-6.331034482758621,-0.04607820009972743,0.05105072505453562,-0.9025963891894537,-2.787440778680931e-17,-4.031151953503188e-17,-0.011847327390567184,2.359696134847333e-18
-5.067241379310345,-0.008454562868984772,0.04844176083335712,-0.17453046139402387,4.907135710122987e-18,-1.4939913401139678e-17,-0.0014206667342019424,7.640895732997109e-19
-3.8034482758620687,0.03458553261059089,0.04657124658772008,0.7426370377577657,2.6718781907608398e-17,1.6309005990595698e-17,0.008466617444818884,-2.776113099820392e-19
-2.5396551724137932,0.08839104072926673,0.045450816177424046,1.9447624523225087,1.6278575319718546e-17,-4.559831613539903e-17,0.020601911236441967,-8.521139564078681e-18
-1.2758620689655178,0.1502737724684085,0.045123723610237886,3.33026090148096,-3.503702992853672e-17,-8.993078791048149e-17,0.034697079414220074,8.316750212516952e-18
-0.012068965517242347,0.21935970278148922,0.04571738288585589,4.798168419420943,1.2026477140718042e-16,3.355504233829965e-16,0.05106214259771212,-1.5877049113583794e-17
1.2517241379310349,0.2717178844727746,0.04685239765788339,5.7994445974112345,3.2264678277918543e-16,4.97380433472109e-16,0.06089444336045414,-4.6314205642544367e-17
2.5155172413793103,0.35309262096008304,0.04955385809109565,7.125431491348004,-1.0395040401524805e-16,2.1159987074775208e-16,0.08267821753698713,6.507588385188081e-17
3.7793103448275875,0.44778892675516313,0.05349524622092684,8.370630259478874,-6.803220735649519e-16,-3.2108092155645635e-16,0.1088936620544423,1.9570807188714837e-16
5.043103448275863,0.5411528358452878,0.058482110063155145,9.253305587997662,4.495416094678762e-16,9.331111386143925e-16,0.13441321620138155,-5.2348959280408205e-17
6.306896551724138,0.6319629932560303,0.06449756764161031,9.798245365896904,-5.14587735371105e-16,-6.705656416598417e-16,0.15850007356654552,2.740840133375615e-16
7.570689655172414,0.7202555716129893,0.07147718070620537,10.07672049312459,-2.417566995759771e-16,-9.868002177668962e-17,0.18096857691008106,-7.22147614095214e-17
8.83448275862069,0.8056985061003067,0.07936056056357295,10.152379221854034,2.5780518300289264e-16,3.953943612562405e-16,0.20172650724694968,7.951377907766398e-17
10.098275862068965,0.8877158784500183,0.0880809246020851,10.078412351600177,-9.319028447714241e-16,1.663097189697335e-16,0.22074217217686973,2.8995474113099387e-16
11.36206896551724,0.9664245423815274,0.09753197488614271,9.908797022819606,5.136060099618117e-16,-1.1391524618423522e-15,0.2379631939253712,-1.5459420562248383e-16
12.625862068965516,1.0415027917182942,0.10762284514339489,9.677339326335531,-6.864851275232915e-16,-1.358965834573482e-15,0.2533110089903876,-4.1518430754353695e-17
13.889655172413795,1.1121984027970837,0.11823568360722736,9.40662217078008,-2.4181805741405795e-16,8.846476841203743e-17,0.26656446215707935,-1.7455272044715084e-16
15.15344827586207,1.1780944504986217,0.12921666102348306,9.117202388355492,-1.029789049123018e-15,-1.2727598845622092e-15,0.27748898040778575,5.852868186041067e-16
16.417241379310347,1.2383928886896471,0.14040824413505637,8.81994427263443,-3.120932346292852e-16,-1.5926355410764666e-16,0.2857580297744564,-4.8952303252392664e-17
17.68103448275862,1.2921933961154537,0.1515971358130033,8.523864182430124,-2.0378574235654277e-15,-1.3684393863737042e-15,0.2911838885814434,1.9594406783946705e-16
18.944827586206898,1.330246607721108,0.16206972843502657,8.207865963410935,6.724682702906075e-16,6.419764177218052e-16,0.29098868603479466,5.102232489130239e-16
20.208620689655177,1.3350396758791925,0.17065737348544227,7.822924076544964,5.328860061943171e-16,5.553321895133692e-16,0.2795321064544902,-1.9985485790646262e-16
21.47241379310345,1.3303033852928867,0.17880272920657936,7.440061967711485,1.617774393913908e-15,2.2640103117156875e-15,0.26473975390996574,4.3524396349062644e-17
22.736206896551728,1.3171400905090158,0.18588236086660379,7.085879931631842,1.4669704629863917e-15,1.7867590687123317e-15,0.2483730951308487,1.0134340466714347e-16
24.0,1.3018538419405998,0.1926961673802052,6.755992397980269,1.1317657760133333e-15,8.404827273293038e-16,0.2314836054472252,6.422798410890721e-16
