aoa,CL,CD,CL/CD,CS
-12.65,-0.23162783893702313,0.07893322430708904,-2.9344783640900944,-1.7605864664313963e-17
-11.386206896551725,-0.1946922847235536,0.06904349444346672,-2.819849810512835,-3.301520394455429e-17
-10.122413793103448,-0.15772246466892093,0.06338145786122511,-2.488463818775788,2.7547538817797188e-17
-8.858620689655172,-0.1207049596903548,0.05853167905956483,-2.062215908201083,1.7207890908984235e-17
-7.594827586206897,-0.08365609843828178,0.05442755901965439,-1.5370172747977298,-4.813074996537294e-17
-6.331034482758621,-0.046428291930981226,0.051077101443038966,-0.9089844689553874,-1.1580406456800698e-17
-5.067241379310345,-0.009084539942163997,0.048471438229841554,-0.18742047428192626,5.27549578665677e-18
-3.8034482758620687,0.03458553261059089,0.04657124658772008,0.7426370377577657,2.6718781907608398e-17
-2.5396551724137932,0.08839104072926673,0.045450816177424046,1.9447624523225087,1.6278575319718546e-17
-1.2758620689655178,0.1502737724684085,0.045123723610237886,3.33026090148096,-3.503702992853672e-17
-0.012068965517242347,0.21935970278148922,0.04571738288585589,4.798168419420943,1.2026477140718042e-16
1.2517241379310349,0.2717178844727746,0.04685239765788339,5.7994445974112345,3.2264678277918543e-16
2.5155172413793103,0.35309262096008304,0.04955385809109565,7.125431491348004,-1.0395040401524805e-16
3.7793103448275875,0.44778892675516313,0.05349524622092684,8.370630259478874,-6.803220735649519e-16
5.043103448275863,0.5411528358452878,0.058482110063155145,9.253305587997662,4.495416094678762e-16
6.306896551724138,0.6319629932560303,0.06449756764161031,9.798245365896904,-5.14587735371105e-16
7.570689655172414,0.7202555716129893,0.07147718070620537,10.07672049312459,-2.417566995759771e-16
8.83448275862069,0.8056985061003067,0.07936056056357295,10.152379221854034,2.5780518300289264e-16
10.098275862068965,0.8877158784500183,0.0880809246020851,10.078412351600177,-9.319028447714241e-16
11.36206896551724,0.9664245423815274,0.09753197488614271,9.908797022819606,5.136060099618117e-16
12.625862068965516,1.0415027917182942,0.10762284514339489,9.677339326335531,-6.864851275232915e-16
13.889655172413795,1.1121984027970837,0.11823568360722736,9.40662217078008,-2.4181805741405795e-16
15.15344827586207,1.1780944504986217,0.12921666102348306,9.117202388355492,-1.029789049123018e-15
16.417241379310347,1.2383928886896471,0.14040824413505637,8.81994427263443,-3.120932346292852e-16
17.68103448275862,1.2921933961154537,0.1515971358130033,8.523864182430124,-2.0378574235654277e-15
18.944827586206898,1.330246607721108,0.16206972843502657,8.207865963410935,6.724682702906075e-16
20.208620689655177,1.3350396758791925,0.17065737348544227,7.822924076544964,5.328860061943171e-16
21.47241379310345,1.3303033852928867,0.17880272920657936,7.440061967711485,1.617774393913908e-15
22.736206896551728,1.3171400905090158,0.18588236086660379,7.085879931631842,1.4669704629863917e-15
24.0,1.3018538419405998,0.1926961673802052,6.755992397980269,1.1317657760133333e-15
